56,"Date:  Wed, 01 Jan 2020 00:21:07 GMT6 months ago",Game #2699810, 2.29x
57,"Date:  Wed, 01 Jan 2020 00:21:27 GMT6 months ago",Game #2699811, 2.27x
58,"Date:  Wed, 01 Jan 2020 00:21:47 GMT6 months ago",Game #2699812, 171.87x
59,"Date:  Wed, 01 Jan 2020 00:23:10 GMT6 months ago",Game #2699813, 2.35x
60,"Date:  Wed, 01 Jan 2020 00:23:30 GMT6 months ago",Game #2699814, 1.27x
61,"Date:  Wed, 01 Jan 2020 00:23:42 GMT6 months ago",Game #2699815, 2.75x
,"Date:  Wed, 01 Jan 2020 00:24:05 GMT6 months ago",Game #2699816, 5.64x
,"Date:  Wed, 01 Jan 2020 00:24:38 GMT6 months ago",Game #2699817, 1x
,"Date:  Wed, 01 Jan 2020 00:24:47 GMT6 months ago",Game #2699818, 1.99x
,"Date:  Wed, 01 Jan 2020 00:25:05 GMT6 months ago",Game #2699819, 1.05x
,"Date:  Wed, 01 Jan 2020 00:25:14 GMT6 months ago",Game #2699820, 1.76x
,"Date:  Wed, 01 Jan 2020 00:25:30 GMT6 months ago",Game #2699821, 8.14x
,"Date:  Wed, 01 Jan 2020 00:26:09 GMT6 months ago",Game #2699822, 2.17x
,"Date:  Wed, 01 Jan 2020 00:26:28 GMT6 months ago",Game #2699823, 1.73x
,"Date:  Wed, 01 Jan 2020 00:26:44 GMT6 months ago",Game #2699824, 3.21x
,"Date:  Wed, 01 Jan 2020 00:27:09 GMT6 months ago",Game #2699825, 3.92x
,"Date:  Wed, 01 Jan 2020 00:27:37 GMT6 months ago",Game #2699826, 1.56x
,"Date:  Wed, 01 Jan 2020 00:27:52 GMT6 months ago",Game #2699827, 1.21x
,"Date:  Wed, 01 Jan 2020 00:28:03 GMT6 months ago",Game #2699828, 9.14x
,"Date:  Wed, 01 Jan 2020 00:28:43 GMT6 months ago",Game #2699829, 3.24x
,"Date:  Wed, 01 Jan 2020 00:29:08 GMT6 months ago",Game #2699830, 1x
,"Date:  Wed, 01 Jan 2020 00:29:17 GMT6 months ago",Game #2699831, 2.18x
,"Date:  Wed, 01 Jan 2020 00:29:36 GMT6 months ago",Game #2699832, 1.32x
,"Date:  Wed, 01 Jan 2020 00:29:48 GMT6 months ago",Game #2699833, 7.89x
,"Date:  Wed, 01 Jan 2020 00:30:26 GMT6 months ago",Game #2699834, 17.46x
,"Date:  Wed, 01 Jan 2020 00:31:16 GMT6 months ago",Game #2699835, 3.19x
,"Date:  Wed, 01 Jan 2020 00:31:41 GMT6 months ago",Game #2699836, 1.46x
,"Date:  Wed, 01 Jan 2020 00:31:54 GMT6 months ago",Game #2699837, 1.28x
,"Date:  Wed, 01 Jan 2020 00:32:06 GMT6 months ago",Game #2699838, 1.87x
,"Date:  Wed, 01 Jan 2020 00:32:24 GMT6 months ago",Game #2699839, 1.08x
,"Date:  Wed, 01 Jan 2020 00:32:33 GMT6 months ago",Game #2699840, 10.85x
,"Date:  Wed, 01 Jan 2020 00:33:16 GMT6 months ago",Game #2699841, 2.82x
,"Date:  Wed, 01 Jan 2020 00:33:39 GMT6 months ago",Game #2699842, 1.06x
,"Date:  Wed, 01 Jan 2020 00:33:48 GMT6 months ago",Game #2699843, 2.71x
,"Date:  Wed, 01 Jan 2020 00:34:11 GMT6 months ago",Game #2699844, 2.47x
,"Date:  Wed, 01 Jan 2020 00:34:32 GMT6 months ago",Game #2699845, 1.81x
,"Date:  Wed, 01 Jan 2020 00:34:49 GMT6 months ago",Game #2699846, 3.05x
,"Date:  Wed, 01 Jan 2020 00:35:13 GMT6 months ago",Game #2699847, 1.97x
,"Date:  Wed, 01 Jan 2020 00:35:31 GMT6 months ago",Game #2699848, 3.3x
,"Date:  Wed, 01 Jan 2020 00:35:57 GMT6 months ago",Game #2699849, 1.06x
,"Date:  Wed, 01 Jan 2020 00:36:06 GMT6 months ago",Game #2699850, 2.35x
,"Date:  Wed, 01 Jan 2020 00:36:27 GMT6 months ago",Game #2699851, 15.87x
,"Date:  Wed, 01 Jan 2020 00:37:15 GMT6 months ago",Game #2699852, 1.48x
,"Date:  Wed, 01 Jan 2020 00:37:29 GMT6 months ago",Game #2699853, 2.51x
,"Date:  Wed, 01 Jan 2020 00:37:50 GMT6 months ago",Game #2699854, 1.64x
,"Date:  Wed, 01 Jan 2020 00:38:06 GMT6 months ago",Game #2699855, 1.66x
,"Date:  Wed, 01 Jan 2020 00:38:22 GMT6 months ago",Game #2699856, 13.01x
,"Date:  Wed, 01 Jan 2020 00:39:07 GMT6 months ago",Game #2699857, 1.11x
,"Date:  Wed, 01 Jan 2020 00:39:17 GMT6 months ago",Game #2699858, 1.43x
,"Date:  Wed, 01 Jan 2020 00:39:30 GMT6 months ago",Game #2699859, 1.31x
,"Date:  Wed, 01 Jan 2020 00:39:42 GMT6 months ago",Game #2699860, 1.91x
,"Date:  Wed, 01 Jan 2020 00:40:00 GMT6 months ago",Game #2699861, 1.15x
,"Date:  Wed, 01 Jan 2020 00:40:10 GMT6 months ago",Game #2699862, 2.25x
,"Date:  Wed, 01 Jan 2020 00:40:30 GMT6 months ago",Game #2699863, 1.67x
,"Date:  Wed, 01 Jan 2020 00:40:46 GMT6 months ago",Game #2699864, 1.12x
,"Date:  Wed, 01 Jan 2020 00:40:56 GMT6 months ago",Game #2699865, 1.42x
,"Date:  Wed, 01 Jan 2020 00:41:09 GMT6 months ago",Game #2699866, 1.35x
,"Date:  Wed, 01 Jan 2020 00:41:22 GMT6 months ago",Game #2699867, 3.11x
,"Date:  Wed, 01 Jan 2020 00:41:47 GMT6 months ago",Game #2699868, 4.3x
,"Date:  Wed, 01 Jan 2020 00:42:16 GMT6 months ago",Game #2699869, 6.46x
,"Date:  Wed, 01 Jan 2020 00:42:51 GMT6 months ago",Game #2699870, 1.08x
,"Date:  Wed, 01 Jan 2020 00:43:01 GMT6 months ago",Game #2699871, 2.47x
,"Date:  Wed, 01 Jan 2020 00:43:22 GMT6 months ago",Game #2699872, 1.87x
,"Date:  Wed, 01 Jan 2020 00:43:39 GMT6 months ago",Game #2699873, 1.09x
,"Date:  Wed, 01 Jan 2020 00:43:49 GMT6 months ago",Game #2699874, 1.08x
,"Date:  Wed, 01 Jan 2020 00:43:58 GMT6 months ago",Game #2699875, 1.16x0
,"Date:  Wed, 01 Jan 2020 00:44:09 GMT6 months ago",Game #2699876, 1.74x
61,"Date:  Wed, 01 Jan 2020 00:44:25 GMT6 months ago",Game #2699877, 1.12x
62,"Date:  Wed, 01 Jan 2020 00:44:35 GMT6 months ago",Game #2699878, 7.73x
63,"Date:  Wed, 01 Jan 2020 00:45:13 GMT6 months ago",Game #2699879, 3.57x
64,"Date:  Wed, 01 Jan 2020 00:45:39 GMT6 months ago",Game #2699880, 2.5x
65,"Date:  Wed, 01 Jan 2020 00:46:01 GMT6 months ago",Game #2699881, 1.23x
66,"Date:  Wed, 01 Jan 2020 00:46:12 GMT6 months ago",Game #2699882, 1x
67,"Date:  Wed, 01 Jan 2020 00:46:20 GMT6 months ago",Game #2699883, 1.81x
68,"Date:  Wed, 01 Jan 2020 00:46:37 GMT6 months ago",Game #2699884, 1.82x
69,"Date:  Wed, 01 Jan 2020 00:46:54 GMT6 months ago",Game #2699885, 2.13x
70,"Date:  Wed, 01 Jan 2020 00:47:13 GMT6 months ago",Game #2699886, 4.42x
71,"Date:  Wed, 01 Jan 2020 00:47:43 GMT6 months ago",Game #2699887, 16.07x
72,"Date:  Wed, 01 Jan 2020 00:48:31 GMT6 months ago",Game #2699888, 1x
73,"Date:  Wed, 01 Jan 2020 00:48:39 GMT6 months ago",Game #2699889, 1.73x
74,"Date:  Wed, 01 Jan 2020 00:48:55 GMT6 months ago",Game #2699890, 7.29x
75,"Date:  Wed, 01 Jan 2020 00:49:32 GMT6 months ago",Game #2699891, 1.14x
76,"Date:  Wed, 01 Jan 2020 00:49:43 GMT6 months ago",Game #2699892, 3.98x
77,"Date:  Wed, 01 Jan 2020 00:50:11 GMT6 months ago",Game #2699893, 44.71x
78,NAN,NAN,NAN
79,NAN,NAN,NAN
80,"Date:  Wed, 01 Jan 2020 00:52:25 GMT6 months ago",Game #2699896, 16.9x
81,"Date:  Wed, 01 Jan 2020 00:53:14 GMT6 months ago",Game #2699897, 4.87x
82,"Date:  Wed, 01 Jan 2020 00:53:45 GMT6 months ago",Game #2699898, 8.35x
83,"Date:  Wed, 01 Jan 2020 00:54:24 GMT6 months ago",Game #2699899, 1.14x
84,"Date:  Wed, 01 Jan 2020 00:54:34 GMT6 months ago",Game #2699900, 1.5x
85,"Date:  Wed, 01 Jan 2020 00:54:48 GMT6 months ago",Game #2699901, 2.1x
86,"Date:  Wed, 01 Jan 2020 00:55:07 GMT6 months ago",Game #2699902, 4.13x
87,"Date:  Wed, 01 Jan 2020 00:55:36 GMT6 months ago",Game #2699903, 4.59x
88,"Date:  Wed, 01 Jan 2020 00:56:06 GMT6 months ago",Game #2699904, 2.68x
89,"Date:  Wed, 01 Jan 2020 00:56:29 GMT6 months ago",Game #2699905, 3.17x
90,"Date:  Wed, 01 Jan 2020 00:56:54 GMT6 months ago",Game #2699906, 5.14x
91,"Date:  Wed, 01 Jan 2020 00:57:25 GMT6 months ago",Game #2699907, 1.2x
92,"Date:  Wed, 01 Jan 2020 00:57:36 GMT6 months ago",Game #2699908, 2.19x
93,"Date:  Wed, 01 Jan 2020 00:57:56 GMT6 months ago",Game #2699909, 1.23x
94,"Date:  Wed, 01 Jan 2020 00:58:07 GMT6 months ago",Game #2699910, 1.04x
95,"Date:  Wed, 01 Jan 2020 00:58:16 GMT6 months ago",Game #2699911, 9.4x
96,"Date:  Wed, 01 Jan 2020 00:58:57 GMT6 months ago",Game #2699912, 3.02x
97,"Date:  Wed, 01 Jan 2020 00:59:21 GMT6 months ago",Game #2699913, 10.95x
98,"Date:  Wed, 01 Jan 2020 01:00:04 GMT6 months ago",Game #2699914, 1.1x
99,"Date:  Wed, 01 Jan 2020 01:00:13 GMT6 months ago",Game #2699915, 1.66x
100,"Date:  Wed, 01 Jan 2020 01:00:29 GMT6 months ago",Game #2699916, 1.06x
101,NAN,NAN,NAN
102,"Date:  Wed, 01 Jan 2020 01:00:58 GMT6 months ago",Game #2699918, 71.41x
103,"Date:  Wed, 01 Jan 2020 01:02:08 GMT6 months ago",Game #2699919, 3.56x
104,"Date:  Wed, 01 Jan 2020 01:02:34 GMT6 months ago",Game #2699920, 1.1x
105,"Date:  Wed, 01 Jan 2020 01:02:44 GMT6 months ago",Game #2699921, 1.58x
106,"Date:  Wed, 01 Jan 2020 01:02:59 GMT6 months ago",Game #2699922, 1.6x
107,"Date:  Wed, 01 Jan 2020 01:03:14 GMT6 months ago",Game #2699923, 58.62x
108,"Date:  Wed, 01 Jan 2020 01:04:21 GMT6 months ago",Game #2699924, 1.13x
109,"Date:  Wed, 01 Jan 2020 01:04:31 GMT6 months ago",Game #2699925, 6.53x
110,"Date:  Wed, 01 Jan 2020 01:05:06 GMT6 months ago",Game #2699926, 2.16x
111,"Date:  Wed, 01 Jan 2020 01:05:25 GMT6 months ago",Game #2699927, 1.17x
112,"Date:  Wed, 01 Jan 2020 01:05:36 GMT6 months ago",Game #2699928, 12.05x
113,"Date:  Wed, 01 Jan 2020 01:06:20 GMT6 months ago",Game #2699929, 1.35x
114,"Date:  Wed, 01 Jan 2020 01:06:33 GMT6 months ago",Game #2699930, 1.9x
115,"Date:  Wed, 01 Jan 2020 01:06:50 GMT6 months ago",Game #2699931, 2.62x
116,"Date:  Wed, 01 Jan 2020 01:07:13 GMT6 months ago",Game #2699932, 1.13x
117,"Date:  Wed, 01 Jan 2020 01:07:23 GMT6 months ago",Game #2699933, 1.01x
118,"Date:  Wed, 01 Jan 2020 01:07:31 GMT6 months ago",Game #2699934, 9.54x
119,"Date:  Wed, 01 Jan 2020 01:08:12 GMT6 months ago",Game #2699935, 1.27x
120,"Date:  Wed, 01 Jan 2020 01:08:24 GMT6 months ago",Game #2699936, 2.76x
1,"Date:  Wed, 01 Jan 2020 01:08:47 GMT6 months ago",Game #2699937, 1.21x
2,"Date:  Wed, 01 Jan 2020 01:08:58 GMT6 months ago",Game #2699938, 16.38x
3,"Date:  Wed, 01 Jan 2020 01:09:46 GMT6 months ago",Game #2699939, 1.92x
4,"Date:  Wed, 01 Jan 2020 01:10:04 GMT6 months ago",Game #2699940, 2.39x
5,"Date:  Wed, 01 Jan 2020 01:10:25 GMT6 months ago",Game #2699941, 2.27x
6,"Date:  Wed, 01 Jan 2020 01:10:45 GMT6 months ago",Game #2699942, 2.54x
7,"Date:  Wed, 01 Jan 2020 01:11:07 GMT6 months ago",Game #2699943, 2.03x
8,"Date:  Wed, 01 Jan 2020 01:11:25 GMT6 months ago",Game #2699944, 2.4x
9,"Date:  Wed, 01 Jan 2020 01:11:46 GMT6 months ago",Game #2699945, 1.9x
10,"Date:  Wed, 01 Jan 2020 01:12:03 GMT6 months ago",Game #2699946, 1x
11,"Date:  Wed, 01 Jan 2020 01:12:12 GMT6 months ago",Game #2699947, 1.31x
12,"Date:  Wed, 01 Jan 2020 01:12:24 GMT6 months ago",Game #2699948, 1.51x
13,"Date:  Wed, 01 Jan 2020 01:12:38 GMT6 months ago",Game #2699949, 2x
14,"Date:  Wed, 01 Jan 2020 01:12:56 GMT6 months ago",Game #2699950, 1.2x
15,"Date:  Wed, 01 Jan 2020 01:13:07 GMT6 months ago",Game #2699951, 1.98x
16,"Date:  Wed, 01 Jan 2020 01:13:25 GMT6 months ago",Game #2699952, 1.29x
17,"Date:  Wed, 01 Jan 2020 01:13:37 GMT6 months ago",Game #2699953, 2.45x
18,"Date:  Wed, 01 Jan 2020 01:13:59 GMT6 months ago",Game #2699954, 1.96x
19,"Date:  Wed, 01 Jan 2020 01:14:17 GMT6 months ago",Game #2699955, 1.51x
20,"Date:  Wed, 01 Jan 2020 01:14:31 GMT6 months ago",Game #2699956, 1.37x
21,"Date:  Wed, 01 Jan 2020 01:14:44 GMT6 months ago",Game #2699957, 1x
22,"Date:  Wed, 01 Jan 2020 01:14:52 GMT6 months ago",Game #2699958, 1.19x
23,"Date:  Wed, 01 Jan 2020 01:15:03 GMT6 months ago",Game #2699959, 6.58x
24,"Date:  Wed, 01 Jan 2020 01:15:38 GMT6 months ago",Game #2699960, 4.1x
25,"Date:  Wed, 01 Jan 2020 01:16:07 GMT6 months ago",Game #2699961, 1.14x
26,"Date:  Wed, 01 Jan 2020 01:16:17 GMT6 months ago",Game #2699962, 1.52x
27,"Date:  Wed, 01 Jan 2020 01:16:31 GMT6 months ago",Game #2699963, 1.25x
28,"Date:  Wed, 01 Jan 2020 01:16:43 GMT6 months ago",Game #2699964, 2.47x
29,"Date:  Wed, 01 Jan 2020 01:17:04 GMT6 months ago",Game #2699965, 75.46x
30,"Date:  Wed, 01 Jan 2020 01:18:15 GMT6 months ago",Game #2699966, 1.22x
31,"Date:  Wed, 01 Jan 2020 01:18:26 GMT6 months ago",Game #2699967, 226.03x
32,"Date:  Wed, 01 Jan 2020 01:19:52 GMT6 months ago",Game #2699968, 1.16x
33,"Date:  Wed, 01 Jan 2020 01:20:03 GMT6 months ago",Game #2699969, 3.26x
34,"Date:  Wed, 01 Jan 2020 01:20:28 GMT6 months ago",Game #2699970, 1.67x
35,"Date:  Wed, 01 Jan 2020 01:20:44 GMT6 months ago",Game #2699971, 1.33x
36,NAN,NAN,NAN
37,"Date:  Wed, 01 Jan 2020 01:21:11 GMT6 months ago",Game #2699973, 1.2x
38,"Date:  Wed, 01 Jan 2020 01:21:22 GMT6 months ago",Game #2699974, 1.04x
39,"Date:  Wed, 01 Jan 2020 01:21:31 GMT6 months ago",Game #2699975, 77.94x
40,"Date:  Wed, 01 Jan 2020 01:22:42 GMT6 months ago",Game #2699976, 1.02x
41,"Date:  Wed, 01 Jan 2020 01:22:50 GMT6 months ago",Game #2699977, 1.76x
42,"Date:  Wed, 01 Jan 2020 01:23:07 GMT6 months ago",Game #2699978, 1.53x
43,"Date:  Wed, 01 Jan 2020 01:23:21 GMT6 months ago",Game #2699979, 1.06x
44,"Date:  Wed, 01 Jan 2020 01:23:30 GMT6 months ago",Game #2699980, 3.48x
45,"Date:  Wed, 01 Jan 2020 01:23:56 GMT6 months ago",Game #2699981, 9.42x
46,"Date:  Wed, 01 Jan 2020 01:24:37 GMT6 months ago",Game #2699982, 2.08x
47,"Date:  Wed, 01 Jan 2020 01:24:56 GMT6 months ago",Game #2699983, 1.24x
48,"Date:  Wed, 01 Jan 2020 01:25:07 GMT6 months ago",Game #2699984, 11.86x
49,"Date:  Wed, 01 Jan 2020 01:25:51 GMT6 months ago",Game #2699985, 2.18x
50,"Date:  Wed, 01 Jan 2020 01:26:11 GMT6 months ago",Game #2699986, 1.04x
51,"Date:  Wed, 01 Jan 2020 01:26:20 GMT6 months ago",Game #2699987, 2.01x
52,"Date:  Wed, 01 Jan 2020 01:26:38 GMT6 months ago",Game #2699988, 1.06x
53,"Date:  Wed, 01 Jan 2020 01:26:47 GMT6 months ago",Game #2699989, 2.48x
54,"Date:  Wed, 01 Jan 2020 01:27:08 GMT6 months ago",Game #2699990, 8.92x
55,"Date:  Wed, 01 Jan 2020 01:27:48 GMT6 months ago",Game #2699991, 1.13x
56,"Date:  Wed, 01 Jan 2020 01:27:58 GMT6 months ago",Game #2699992, 1.36x
57,"Date:  Wed, 01 Jan 2020 01:28:11 GMT6 months ago",Game #2699993, 13.76x
58,"Date:  Wed, 01 Jan 2020 01:28:57 GMT6 months ago",Game #2699994, 2.44x
59,"Date:  Wed, 01 Jan 2020 01:29:18 GMT6 months ago",Game #2699995, 3x
60,"Date:  Wed, 01 Jan 2020 01:29:42 GMT6 months ago",Game #2699996, 1.31x
61,"Date:  Wed, 01 Jan 2020 01:29:55 GMT6 months ago",Game #2699997, 1.41x
62,"Date:  Wed, 01 Jan 2020 01:30:08 GMT6 months ago",Game #2699998, 1x
63,"Date:  Wed, 01 Jan 2020 01:30:16 GMT6 months ago",Game #2699999, 3.29x
64,"Date:  Wed, 01 Jan 2020 01:30:42 GMT6 months ago",Game #2700000, 3.64x
65,"Date:  Wed, 01 Jan 2020 01:31:08 GMT6 months ago",Game #2700001, 1.3x
66,"Date:  Wed, 01 Jan 2020 01:31:21 GMT6 months ago",Game #2700002, 1.27x
67,"Date:  Wed, 01 Jan 2020 01:31:32 GMT6 months ago",Game #2700003, 3.12x
68,"Date:  Wed, 01 Jan 2020 01:31:57 GMT6 months ago",Game #2700004, 5.95x
69,"Date:  Wed, 01 Jan 2020 01:32:31 GMT6 months ago",Game #2700005, 1.11x
70,"Date:  Wed, 01 Jan 2020 01:32:41 GMT6 months ago",Game #2700006, 1.79x
71,"Date:  Wed, 01 Jan 2020 01:32:57 GMT6 months ago",Game #2700007, 1.1x
72,"Date:  Wed, 01 Jan 2020 01:33:07 GMT6 months ago",Game #2700008, 2.73x
73,"Date:  Wed, 01 Jan 2020 01:33:30 GMT6 months ago",Game #2700009, 1.38x
74,"Date:  Wed, 01 Jan 2020 01:33:43 GMT6 months ago",Game #2700010, 1.87x
75,"Date:  Wed, 01 Jan 2020 01:34:00 GMT6 months ago",Game #2700011, 3.45x
76,"Date:  Wed, 01 Jan 2020 01:34:26 GMT6 months ago",Game #2700012, 1.65x
77,"Date:  Wed, 01 Jan 2020 01:34:42 GMT6 months ago",Game #2700013, 2.55x
78,"Date:  Wed, 01 Jan 2020 01:35:03 GMT6 months ago",Game #2700014, 4.83x
79,"Date:  Wed, 01 Jan 2020 01:35:34 GMT6 months ago",Game #2700015, 5.92x
80,"Date:  Wed, 01 Jan 2020 01:36:08 GMT6 months ago",Game #2700016, 1.61x
81,"Date:  Wed, 01 Jan 2020 01:36:23 GMT6 months ago",Game #2700017, 2.31x
82,"Date:  Wed, 01 Jan 2020 01:36:44 GMT6 months ago",Game #2700018, 1.04x
83,"Date:  Wed, 01 Jan 2020 01:36:53 GMT6 months ago",Game #2700019, 1.08x
84,"Date:  Wed, 01 Jan 2020 01:37:02 GMT6 months ago",Game #2700020, 1.02x
85,NAN,NAN,NAN
86,"Date:  Wed, 01 Jan 2020 01:37:37 GMT6 months ago",Game #2700022, 1.86x
87,"Date:  Wed, 01 Jan 2020 01:37:54 GMT6 months ago",Game #2700023, 1.05x
88,"Date:  Wed, 01 Jan 2020 01:38:03 GMT6 months ago",Game #2700024, 1.98x
89,"Date:  Wed, 01 Jan 2020 01:38:22 GMT6 months ago",Game #2700025, 5.64x
90,"Date:  Wed, 01 Jan 2020 01:38:55 GMT6 months ago",Game #2700026, 10.65x
91,"Date:  Wed, 01 Jan 2020 01:39:37 GMT6 months ago",Game #2700027, 9.17x
92,"Date:  Wed, 01 Jan 2020 01:40:17 GMT6 months ago",Game #2700028, 2.5x
93,"Date:  Wed, 01 Jan 2020 01:40:39 GMT6 months ago",Game #2700029, 1.12x
94,"Date:  Wed, 01 Jan 2020 01:40:49 GMT6 months ago",Game #2700030, 11.06x
95,"Date:  Wed, 01 Jan 2020 01:41:32 GMT6 months ago",Game #2700031, 2.18x
96,"Date:  Wed, 01 Jan 2020 01:41:51 GMT6 months ago",Game #2700032, 1.27x
97,"Date:  Wed, 01 Jan 2020 01:42:03 GMT6 months ago",Game #2700033, 1.21x
98,"Date:  Wed, 01 Jan 2020 01:42:14 GMT6 months ago",Game #2700034, 1.99x
99,"Date:  Wed, 01 Jan 2020 01:42:32 GMT6 months ago",Game #2700035, 2.59x
100,"Date:  Wed, 01 Jan 2020 01:42:54 GMT6 months ago",Game #2700036, 5.51x
101,"Date:  Wed, 01 Jan 2020 01:43:27 GMT6 months ago",Game #2700037, 5.16x
102,"Date:  Wed, 01 Jan 2020 01:43:59 GMT6 months ago",Game #2700038, 1.35x
103,"Date:  Wed, 01 Jan 2020 01:44:11 GMT6 months ago",Game #2700039, 1.12x
104,"Date:  Wed, 01 Jan 2020 01:44:21 GMT6 months ago",Game #2700040, 1.71x
105,"Date:  Wed, 01 Jan 2020 01:44:38 GMT6 months ago",Game #2700041, 1.83x
106,"Date:  Wed, 01 Jan 2020 01:44:54 GMT6 months ago",Game #2700042, 1.17x
107,"Date:  Wed, 01 Jan 2020 01:45:05 GMT6 months ago",Game #2700043, 9.98x
108,"Date:  Wed, 01 Jan 2020 01:45:46 GMT6 months ago",Game #2700044, 1.51x
