68,,"Date:  Wed, 01 Jan 2020 00:26:09 GMT6 months ago",2699822, 2.17x
69,,"Date:  Wed, 01 Jan 2020 00:26:28 GMT6 months ago",2699823, 1.73x
70,,"Date:  Wed, 01 Jan 2020 00:26:44 GMT6 months ago",2699824, 3.21x
71,,"Date:  Wed, 01 Jan 2020 00:27:09 GMT6 months ago",2699825, 3.92x
72,,"Date:  Wed, 01 Jan 2020 00:27:37 GMT6 months ago",2699826, 1.56x
73,,"Date:  Wed, 01 Jan 2020 00:27:52 GMT6 months ago",2699827, 1.21x
74,,"Date:  Wed, 01 Jan 2020 00:28:03 GMT6 months ago",2699828, 9.14x
75,,"Date:  Wed, 01 Jan 2020 00:28:43 GMT6 months ago",2699829, 3.24x
76,,"Date:  Wed, 01 Jan 2020 00:29:08 GMT6 months ago",2699830, 1x
77,,"Date:  Wed, 01 Jan 2020 00:29:17 GMT6 months ago",2699831, 2.18x
78,,"Date:  Wed, 01 Jan 2020 00:29:36 GMT6 months ago",2699832, 1.32x
79,,"Date:  Wed, 01 Jan 2020 00:29:48 GMT6 months ago",2699833, 7.89x
80,,"Date:  Wed, 01 Jan 2020 00:30:26 GMT6 months ago",2699834, 17.46x
81,,"Date:  Wed, 01 Jan 2020 00:31:16 GMT6 months ago",2699835, 3.19x
82,,"Date:  Wed, 01 Jan 2020 00:31:41 GMT6 months ago",2699836, 1.46x
83,,"Date:  Wed, 01 Jan 2020 00:31:54 GMT6 months ago",2699837, 1.28x
84,,"Date:  Wed, 01 Jan 2020 00:32:06 GMT6 months ago",2699838, 1.87x
85,,"Date:  Wed, 01 Jan 2020 00:32:24 GMT6 months ago",2699839, 1.08x
86,,"Date:  Wed, 01 Jan 2020 00:32:33 GMT6 months ago",2699840, 10.85x
87,,"Date:  Wed, 01 Jan 2020 00:33:16 GMT6 months ago",2699841, 2.82x
88,,"Date:  Wed, 01 Jan 2020 00:33:39 GMT6 months ago",2699842, 1.06x
89,,"Date:  Wed, 01 Jan 2020 00:33:48 GMT6 months ago",2699843, 2.71x
90,,"Date:  Wed, 01 Jan 2020 00:34:11 GMT6 months ago",2699844, 2.47x
91,,"Date:  Wed, 01 Jan 2020 00:34:32 GMT6 months ago",2699845, 1.81x
92,,"Date:  Wed, 01 Jan 2020 00:34:49 GMT6 months ago",2699846, 3.05x
93,,"Date:  Wed, 01 Jan 2020 00:35:13 GMT6 months ago",2699847, 1.97x
94,,"Date:  Wed, 01 Jan 2020 00:35:31 GMT6 months ago",2699848, 3.3x
95,,"Date:  Wed, 01 Jan 2020 00:35:57 GMT6 months ago",2699849, 1.06x
96,,"Date:  Wed, 01 Jan 2020 00:36:06 GMT6 months ago",2699850, 2.35x
97,,"Date:  Wed, 01 Jan 2020 00:36:27 GMT6 months ago",2699851, 15.87x
98,,"Date:  Wed, 01 Jan 2020 00:37:15 GMT6 months ago",2699852, 1.48x
99,,"Date:  Wed, 01 Jan 2020 00:37:29 GMT6 months ago",2699853, 2.51x
100,,"Date:  Wed, 01 Jan 2020 00:37:50 GMT6 months ago",2699854, 1.64x
101,,"Date:  Wed, 01 Jan 2020 00:38:06 GMT6 months ago",2699855, 1.66x
102,,"Date:  Wed, 01 Jan 2020 00:38:22 GMT6 months ago",2699856, 13.01x
103,,"Date:  Wed, 01 Jan 2020 00:39:07 GMT6 months ago",2699857, 1.11x
104,,"Date:  Wed, 01 Jan 2020 00:39:17 GMT6 months ago",2699858, 1.43x
105,,"Date:  Wed, 01 Jan 2020 00:39:30 GMT6 months ago",2699859, 1.31x
106,,"Date:  Wed, 01 Jan 2020 00:39:42 GMT6 months ago",2699860, 1.91x
107,,"Date:  Wed, 01 Jan 2020 00:40:00 GMT6 months ago",2699861, 1.15x
108,,"Date:  Wed, 01 Jan 2020 00:40:10 GMT6 months ago",2699862, 2.25x
109,,"Date:  Wed, 01 Jan 2020 00:40:30 GMT6 months ago",2699863, 1.67x
110,,"Date:  Wed, 01 Jan 2020 00:40:46 GMT6 months ago",2699864, 1.12x
111,,"Date:  Wed, 01 Jan 2020 00:40:56 GMT6 months ago",2699865, 1.42x
112,,"Date:  Wed, 01 Jan 2020 00:41:09 GMT6 months ago",2699866, 1.35x
113,,"Date:  Wed, 01 Jan 2020 00:41:22 GMT6 months ago",2699867, 3.11x
114,,"Date:  Wed, 01 Jan 2020 00:41:47 GMT6 months ago",2699868, 4.3x
115,,"Date:  Wed, 01 Jan 2020 00:42:16 GMT6 months ago",2699869, 6.46x
116,,"Date:  Wed, 01 Jan 2020 00:42:51 GMT6 months ago",2699870, 1.08x
117,,"Date:  Wed, 01 Jan 2020 00:43:01 GMT6 months ago",2699871, 2.47x
118,,"Date:  Wed, 01 Jan 2020 00:43:22 GMT6 months ago",2699872, 1.87x
119,,"Date:  Wed, 01 Jan 2020 00:43:39 GMT6 months ago",2699873, 1.09x
120,,"Date:  Wed, 01 Jan 2020 00:43:49 GMT6 months ago",2699874, 1.08x
121,,"Date:  Wed, 01 Jan 2020 00:43:58 GMT6 months ago",2699875, 1.16x0
122,,"Date:  Wed, 01 Jan 2020 00:44:09 GMT6 months ago",2699876, 1.74x
123,61.0,"Date:  Wed, 01 Jan 2020 00:44:25 GMT6 months ago",2699877, 1.12x
124,62.0,"Date:  Wed, 01 Jan 2020 00:44:35 GMT6 months ago",2699878, 7.73x
125,63.0,"Date:  Wed, 01 Jan 2020 00:45:13 GMT6 months ago",2699879, 3.57x
126,64.0,"Date:  Wed, 01 Jan 2020 00:45:39 GMT6 months ago",2699880, 2.5x
127,65.0,"Date:  Wed, 01 Jan 2020 00:46:01 GMT6 months ago",2699881, 1.23x
128,66.0,"Date:  Wed, 01 Jan 2020 00:46:12 GMT6 months ago",2699882, 1x
129,67.0,"Date:  Wed, 01 Jan 2020 00:46:20 GMT6 months ago",2699883, 1.81x
130,68.0,"Date:  Wed, 01 Jan 2020 00:46:37 GMT6 months ago",2699884, 1.82x
131,69.0,"Date:  Wed, 01 Jan 2020 00:46:54 GMT6 months ago",2699885, 2.13x
132,70.0,"Date:  Wed, 01 Jan 2020 00:47:13 GMT6 months ago",2699886, 4.42x
133,71.0,"Date:  Wed, 01 Jan 2020 00:47:43 GMT6 months ago",2699887, 16.07x
134,72.0,"Date:  Wed, 01 Jan 2020 00:48:31 GMT6 months ago",2699888, 1x
135,73.0,"Date:  Wed, 01 Jan 2020 00:48:39 GMT6 months ago",2699889, 1.73x
136,74.0,"Date:  Wed, 01 Jan 2020 00:48:55 GMT6 months ago",2699890, 7.29x
137,75.0,"Date:  Wed, 01 Jan 2020 00:49:32 GMT6 months ago",2699891, 1.14x
138,76.0,"Date:  Wed, 01 Jan 2020 00:49:43 GMT6 months ago",2699892, 3.98x
139,77.0,"Date:  Wed, 01 Jan 2020 00:50:11 GMT6 months ago",2699893, 44.71x
21822,0.0,"Date:  Wed, 01 Jan 2020 00:51:14 GMT6 months ago",2699894, 13.54x
21823,1.0,"Date:  Wed, 01 Jan 2020 00:52:00 GMT6 months ago",2699895, 3.32x
140,80.0,"Date:  Wed, 01 Jan 2020 00:52:25 GMT6 months ago",2699896, 16.9x
141,81.0,"Date:  Wed, 01 Jan 2020 00:53:14 GMT6 months ago",2699897, 4.87x
142,82.0,"Date:  Wed, 01 Jan 2020 00:53:45 GMT6 months ago",2699898, 8.35x
143,83.0,"Date:  Wed, 01 Jan 2020 00:54:24 GMT6 months ago",2699899, 1.14x
144,84.0,"Date:  Wed, 01 Jan 2020 00:54:34 GMT6 months ago",2699900, 1.5x
145,85.0,"Date:  Wed, 01 Jan 2020 00:54:48 GMT6 months ago",2699901, 2.1x
146,86.0,"Date:  Wed, 01 Jan 2020 00:55:07 GMT6 months ago",2699902, 4.13x
147,87.0,"Date:  Wed, 01 Jan 2020 00:55:36 GMT6 months ago",2699903, 4.59x
148,88.0,"Date:  Wed, 01 Jan 2020 00:56:06 GMT6 months ago",2699904, 2.68x
149,89.0,"Date:  Wed, 01 Jan 2020 00:56:29 GMT6 months ago",2699905, 3.17x
150,90.0,"Date:  Wed, 01 Jan 2020 00:56:54 GMT6 months ago",2699906, 5.14x
151,91.0,"Date:  Wed, 01 Jan 2020 00:57:25 GMT6 months ago",2699907, 1.2x
152,92.0,"Date:  Wed, 01 Jan 2020 00:57:36 GMT6 months ago",2699908, 2.19x
153,93.0,"Date:  Wed, 01 Jan 2020 00:57:56 GMT6 months ago",2699909, 1.23x
154,94.0,"Date:  Wed, 01 Jan 2020 00:58:07 GMT6 months ago",2699910, 1.04x
155,95.0,"Date:  Wed, 01 Jan 2020 00:58:16 GMT6 months ago",2699911, 9.4x
156,96.0,"Date:  Wed, 01 Jan 2020 00:58:57 GMT6 months ago",2699912, 3.02x
157,97.0,"Date:  Wed, 01 Jan 2020 00:59:21 GMT6 months ago",2699913, 10.95x
158,98.0,"Date:  Wed, 01 Jan 2020 01:00:04 GMT6 months ago",2699914, 1.1x
159,99.0,"Date:  Wed, 01 Jan 2020 01:00:13 GMT6 months ago",2699915, 1.66x
160,100.0,"Date:  Wed, 01 Jan 2020 01:00:29 GMT6 months ago",2699916, 1.06x
21824,0.0,"Date:  Wed, 01 Jan 2020 01:00:38 GMT6 months ago",2699917, 2.2x
161,102.0,"Date:  Wed, 01 Jan 2020 01:00:58 GMT6 months ago",2699918, 71.41x
162,103.0,"Date:  Wed, 01 Jan 2020 01:02:08 GMT6 months ago",2699919, 3.56x
163,104.0,"Date:  Wed, 01 Jan 2020 01:02:34 GMT6 months ago",2699920, 1.1x
164,105.0,"Date:  Wed, 01 Jan 2020 01:02:44 GMT6 months ago",2699921, 1.58x
165,106.0,"Date:  Wed, 01 Jan 2020 01:02:59 GMT6 months ago",2699922, 1.6x
166,107.0,"Date:  Wed, 01 Jan 2020 01:03:14 GMT6 months ago",2699923, 58.62x
167,108.0,"Date:  Wed, 01 Jan 2020 01:04:21 GMT6 months ago",2699924, 1.13x
168,109.0,"Date:  Wed, 01 Jan 2020 01:04:31 GMT6 months ago",2699925, 6.53x
169,110.0,"Date:  Wed, 01 Jan 2020 01:05:06 GMT6 months ago",2699926, 2.16x
170,111.0,"Date:  Wed, 01 Jan 2020 01:05:25 GMT6 months ago",2699927, 1.17x
171,112.0,"Date:  Wed, 01 Jan 2020 01:05:36 GMT6 months ago",2699928, 12.05x
172,113.0,"Date:  Wed, 01 Jan 2020 01:06:20 GMT6 months ago",2699929, 1.35x
173,114.0,"Date:  Wed, 01 Jan 2020 01:06:33 GMT6 months ago",2699930, 1.9x
174,115.0,"Date:  Wed, 01 Jan 2020 01:06:50 GMT6 months ago",2699931, 2.62x
175,116.0,"Date:  Wed, 01 Jan 2020 01:07:13 GMT6 months ago",2699932, 1.13x
176,117.0,"Date:  Wed, 01 Jan 2020 01:07:23 GMT6 months ago",2699933, 1.01x
177,118.0,"Date:  Wed, 01 Jan 2020 01:07:31 GMT6 months ago",2699934, 9.54x
178,119.0,"Date:  Wed, 01 Jan 2020 01:08:12 GMT6 months ago",2699935, 1.27x
179,120.0,"Date:  Wed, 01 Jan 2020 01:08:24 GMT6 months ago",2699936, 2.76x
180,1.0,"Date:  Wed, 01 Jan 2020 01:08:47 GMT6 months ago",2699937, 1.21x
181,2.0,"Date:  Wed, 01 Jan 2020 01:08:58 GMT6 months ago",2699938, 16.38x
182,3.0,"Date:  Wed, 01 Jan 2020 01:09:46 GMT6 months ago",2699939, 1.92x
183,4.0,"Date:  Wed, 01 Jan 2020 01:10:04 GMT6 months ago",2699940, 2.39x
184,5.0,"Date:  Wed, 01 Jan 2020 01:10:25 GMT6 months ago",2699941, 2.27x
185,6.0,"Date:  Wed, 01 Jan 2020 01:10:45 GMT6 months ago",2699942, 2.54x
186,7.0,"Date:  Wed, 01 Jan 2020 01:11:07 GMT6 months ago",2699943, 2.03x
187,8.0,"Date:  Wed, 01 Jan 2020 01:11:25 GMT6 months ago",2699944, 2.4x
188,9.0,"Date:  Wed, 01 Jan 2020 01:11:46 GMT6 months ago",2699945, 1.9x
189,10.0,"Date:  Wed, 01 Jan 2020 01:12:03 GMT6 months ago",2699946, 1x
190,11.0,"Date:  Wed, 01 Jan 2020 01:12:12 GMT6 months ago",2699947, 1.31x
191,12.0,"Date:  Wed, 01 Jan 2020 01:12:24 GMT6 months ago",2699948, 1.51x
192,13.0,"Date:  Wed, 01 Jan 2020 01:12:38 GMT6 months ago",2699949, 2x
193,14.0,"Date:  Wed, 01 Jan 2020 01:12:56 GMT6 months ago",2699950, 1.2x
194,15.0,"Date:  Wed, 01 Jan 2020 01:13:07 GMT6 months ago",2699951, 1.98x
195,16.0,"Date:  Wed, 01 Jan 2020 01:13:25 GMT6 months ago",2699952, 1.29x
196,17.0,"Date:  Wed, 01 Jan 2020 01:13:37 GMT6 months ago",2699953, 2.45x
197,18.0,"Date:  Wed, 01 Jan 2020 01:13:59 GMT6 months ago",2699954, 1.96x
198,19.0,"Date:  Wed, 01 Jan 2020 01:14:17 GMT6 months ago",2699955, 1.51x
199,20.0,"Date:  Wed, 01 Jan 2020 01:14:31 GMT6 months ago",2699956, 1.37x
200,21.0,"Date:  Wed, 01 Jan 2020 01:14:44 GMT6 months ago",2699957, 1x
201,22.0,"Date:  Wed, 01 Jan 2020 01:14:52 GMT6 months ago",2699958, 1.19x
202,23.0,"Date:  Wed, 01 Jan 2020 01:15:03 GMT6 months ago",2699959, 6.58x
203,24.0,"Date:  Wed, 01 Jan 2020 01:15:38 GMT6 months ago",2699960, 4.1x
204,25.0,"Date:  Wed, 01 Jan 2020 01:16:07 GMT6 months ago",2699961, 1.14x
205,26.0,"Date:  Wed, 01 Jan 2020 01:16:17 GMT6 months ago",2699962, 1.52x
206,27.0,"Date:  Wed, 01 Jan 2020 01:16:31 GMT6 months ago",2699963, 1.25x
207,28.0,"Date:  Wed, 01 Jan 2020 01:16:43 GMT6 months ago",2699964, 2.47x
208,29.0,"Date:  Wed, 01 Jan 2020 01:17:04 GMT6 months ago",2699965, 75.46x
209,30.0,"Date:  Wed, 01 Jan 2020 01:18:15 GMT6 months ago",2699966, 1.22x
210,31.0,"Date:  Wed, 01 Jan 2020 01:18:26 GMT6 months ago",2699967, 226.03x
211,32.0,"Date:  Wed, 01 Jan 2020 01:19:52 GMT6 months ago",2699968, 1.16x
212,33.0,"Date:  Wed, 01 Jan 2020 01:20:03 GMT6 months ago",2699969, 3.26x
213,34.0,"Date:  Wed, 01 Jan 2020 01:20:28 GMT6 months ago",2699970, 1.67x
214,35.0,"Date:  Wed, 01 Jan 2020 01:20:44 GMT6 months ago",2699971, 1.33x
21825,1.0,"Date:  Wed, 01 Jan 2020 01:20:56 GMT6 months ago",2699972, 1.56x
215,37.0,"Date:  Wed, 01 Jan 2020 01:21:11 GMT6 months ago",2699973, 1.2x
216,38.0,"Date:  Wed, 01 Jan 2020 01:21:22 GMT6 months ago",2699974, 1.04x
217,39.0,"Date:  Wed, 01 Jan 2020 01:21:31 GMT6 months ago",2699975, 77.94x
218,40.0,"Date:  Wed, 01 Jan 2020 01:22:42 GMT6 months ago",2699976, 1.02x
219,41.0,"Date:  Wed, 01 Jan 2020 01:22:50 GMT6 months ago",2699977, 1.76x
220,42.0,"Date:  Wed, 01 Jan 2020 01:23:07 GMT6 months ago",2699978, 1.53x
221,43.0,"Date:  Wed, 01 Jan 2020 01:23:21 GMT6 months ago",2699979, 1.06x
222,44.0,"Date:  Wed, 01 Jan 2020 01:23:30 GMT6 months ago",2699980, 3.48x
223,45.0,"Date:  Wed, 01 Jan 2020 01:23:56 GMT6 months ago",2699981, 9.42x
224,46.0,"Date:  Wed, 01 Jan 2020 01:24:37 GMT6 months ago",2699982, 2.08x
225,47.0,"Date:  Wed, 01 Jan 2020 01:24:56 GMT6 months ago",2699983, 1.24x
226,48.0,"Date:  Wed, 01 Jan 2020 01:25:07 GMT6 months ago",2699984, 11.86x
227,49.0,"Date:  Wed, 01 Jan 2020 01:25:51 GMT6 months ago",2699985, 2.18x
228,50.0,"Date:  Wed, 01 Jan 2020 01:26:11 GMT6 months ago",2699986, 1.04x
229,51.0,"Date:  Wed, 01 Jan 2020 01:26:20 GMT6 months ago",2699987, 2.01x
230,52.0,"Date:  Wed, 01 Jan 2020 01:26:38 GMT6 months ago",2699988, 1.06x
231,53.0,"Date:  Wed, 01 Jan 2020 01:26:47 GMT6 months ago",2699989, 2.48x
232,54.0,"Date:  Wed, 01 Jan 2020 01:27:08 GMT6 months ago",2699990, 8.92x
233,55.0,"Date:  Wed, 01 Jan 2020 01:27:48 GMT6 months ago",2699991, 1.13x
234,56.0,"Date:  Wed, 01 Jan 2020 01:27:58 GMT6 months ago",2699992, 1.36x
235,57.0,"Date:  Wed, 01 Jan 2020 01:28:11 GMT6 months ago",2699993, 13.76x
236,58.0,"Date:  Wed, 01 Jan 2020 01:28:57 GMT6 months ago",2699994, 2.44x
237,59.0,"Date:  Wed, 01 Jan 2020 01:29:18 GMT6 months ago",2699995, 3x
238,60.0,"Date:  Wed, 01 Jan 2020 01:29:42 GMT6 months ago",2699996, 1.31x
239,61.0,"Date:  Wed, 01 Jan 2020 01:29:55 GMT6 months ago",2699997, 1.41x
240,62.0,"Date:  Wed, 01 Jan 2020 01:30:08 GMT6 months ago",2699998, 1x
241,63.0,"Date:  Wed, 01 Jan 2020 01:30:16 GMT6 months ago",2699999, 3.29x
242,64.0,"Date:  Wed, 01 Jan 2020 01:30:42 GMT6 months ago",2700000, 3.64x
243,65.0,"Date:  Wed, 01 Jan 2020 01:31:08 GMT6 months ago",2700001, 1.3x
244,66.0,"Date:  Wed, 01 Jan 2020 01:31:21 GMT6 months ago",2700002, 1.27x
245,67.0,"Date:  Wed, 01 Jan 2020 01:31:32 GMT6 months ago",2700003, 3.12x
246,68.0,"Date:  Wed, 01 Jan 2020 01:31:57 GMT6 months ago",2700004, 5.95x
247,69.0,"Date:  Wed, 01 Jan 2020 01:32:31 GMT6 months ago",2700005, 1.11x
248,70.0,"Date:  Wed, 01 Jan 2020 01:32:41 GMT6 months ago",2700006, 1.79x
249,71.0,"Date:  Wed, 01 Jan 2020 01:32:57 GMT6 months ago",2700007, 1.1x
250,72.0,"Date:  Wed, 01 Jan 2020 01:33:07 GMT6 months ago",2700008, 2.73x
251,73.0,"Date:  Wed, 01 Jan 2020 01:33:30 GMT6 months ago",2700009, 1.38x
252,74.0,"Date:  Wed, 01 Jan 2020 01:33:43 GMT6 months ago",2700010, 1.87x
253,75.0,"Date:  Wed, 01 Jan 2020 01:34:00 GMT6 months ago",2700011, 3.45x
254,76.0,"Date:  Wed, 01 Jan 2020 01:34:26 GMT6 months ago",2700012, 1.65x
255,77.0,"Date:  Wed, 01 Jan 2020 01:34:42 GMT6 months ago",2700013, 2.55x
256,78.0,"Date:  Wed, 01 Jan 2020 01:35:03 GMT6 months ago",2700014, 4.83x
257,79.0,"Date:  Wed, 01 Jan 2020 01:35:34 GMT6 months ago",2700015, 5.92x
258,80.0,"Date:  Wed, 01 Jan 2020 01:36:08 GMT6 months ago",2700016, 1.61x
259,81.0,"Date:  Wed, 01 Jan 2020 01:36:23 GMT6 months ago",2700017, 2.31x
260,82.0,"Date:  Wed, 01 Jan 2020 01:36:44 GMT6 months ago",2700018, 1.04x
261,83.0,"Date:  Wed, 01 Jan 2020 01:36:53 GMT6 months ago",2700019, 1.08x
262,84.0,"Date:  Wed, 01 Jan 2020 01:37:02 GMT6 months ago",2700020, 1.02x
23006,0.0,"Date:  Wed, 01 Jan 2020 01:37:11 GMT6 months ago",2700021, 3.5x
263,86.0,"Date:  Wed, 01 Jan 2020 01:37:37 GMT6 months ago",2700022, 1.86x
264,87.0,"Date:  Wed, 01 Jan 2020 01:37:54 GMT6 months ago",2700023, 1.05x
265,88.0,"Date:  Wed, 01 Jan 2020 01:38:03 GMT6 months ago",2700024, 1.98x
266,89.0,"Date:  Wed, 01 Jan 2020 01:38:22 GMT6 months ago",2700025, 5.64x
267,90.0,"Date:  Wed, 01 Jan 2020 01:38:55 GMT6 months ago",2700026, 10.65x
268,91.0,"Date:  Wed, 01 Jan 2020 01:39:37 GMT6 months ago",2700027, 9.17x
269,92.0,"Date:  Wed, 01 Jan 2020 01:40:17 GMT6 months ago",2700028, 2.5x
270,93.0,"Date:  Wed, 01 Jan 2020 01:40:39 GMT6 months ago",2700029, 1.12x
271,94.0,"Date:  Wed, 01 Jan 2020 01:40:49 GMT6 months ago",2700030, 11.06x
272,95.0,"Date:  Wed, 01 Jan 2020 01:41:32 GMT6 months ago",2700031, 2.18x
273,96.0,"Date:  Wed, 01 Jan 2020 01:41:51 GMT6 months ago",2700032, 1.27x
274,97.0,"Date:  Wed, 01 Jan 2020 01:42:03 GMT6 months ago",2700033, 1.21x
275,98.0,"Date:  Wed, 01 Jan 2020 01:42:14 GMT6 months ago",2700034, 1.99x
276,99.0,"Date:  Wed, 01 Jan 2020 01:42:32 GMT6 months ago",2700035, 2.59x
277,100.0,"Date:  Wed, 01 Jan 2020 01:42:54 GMT6 months ago",2700036, 5.51x
278,101.0,"Date:  Wed, 01 Jan 2020 01:43:27 GMT6 months ago",2700037, 5.16x
