34,"Date:  Thu, 02 Jan 2020 16:41:19 GMT6 months ago",Game #2706305, 3.51x
35,"Date:  Thu, 02 Jan 2020 16:41:45 GMT6 months ago",Game #2706306, 1.17x
36,"Date:  Thu, 02 Jan 2020 16:41:56 GMT6 months ago",Game #2706307, 1.16x
37,"Date:  Thu, 02 Jan 2020 16:42:06 GMT6 months ago",Game #2706308, 1.01x
38,"Date:  Thu, 02 Jan 2020 16:42:15 GMT6 months ago",Game #2706309, 3.6x
39,"Date:  Thu, 02 Jan 2020 16:42:42 GMT6 months ago",Game #2706310, 74.13x
40,"Date:  Thu, 02 Jan 2020 16:43:52 GMT6 months ago",Game #2706311, 1.47x
41,"Date:  Thu, 02 Jan 2020 16:44:06 GMT6 months ago",Game #2706312, 2.03x
42,"Date:  Thu, 02 Jan 2020 16:44:24 GMT6 months ago",Game #2706313, 1.83x
43,"Date:  Thu, 02 Jan 2020 16:44:41 GMT6 months ago",Game #2706314, 1.03x
44,"Date:  Thu, 02 Jan 2020 16:44:50 GMT6 months ago",Game #2706315, 2.69x
45,"Date:  Thu, 02 Jan 2020 16:45:13 GMT6 months ago",Game #2706316, 1.61x
46,"Date:  Thu, 02 Jan 2020 16:45:28 GMT6 months ago",Game #2706317, 1.31x
47,"Date:  Thu, 02 Jan 2020 16:45:40 GMT6 months ago",Game #2706318, 1.88x
48,"Date:  Thu, 02 Jan 2020 16:45:57 GMT6 months ago",Game #2706319, 2.67x
49,"Date:  Thu, 02 Jan 2020 16:46:20 GMT6 months ago",Game #2706320, 2.03x
0,"Date:  Thu, 02 Jan 2020 16:46:38 GMT6 months ago",Game #2706321, 1.13x
1,"Date:  Thu, 02 Jan 2020 16:46:48 GMT6 months ago",Game #2706322, 1.62x
2,"Date:  Thu, 02 Jan 2020 16:47:04 GMT6 months ago",Game #2706323, 26.27x
3,"Date:  Thu, 02 Jan 2020 16:47:59 GMT6 months ago",Game #2706324, 1.24x
4,"Date:  Thu, 02 Jan 2020 16:48:11 GMT6 months ago",Game #2706325, 9.06x
5,"Date:  Thu, 02 Jan 2020 16:48:51 GMT6 months ago",Game #2706326, 1.84x
6,"Date:  Thu, 02 Jan 2020 16:49:08 GMT6 months ago",Game #2706327, 2.01x
7,"Date:  Thu, 02 Jan 2020 16:49:26 GMT6 months ago",Game #2706328, 1.48x
8,"Date:  Thu, 02 Jan 2020 16:49:40 GMT6 months ago",Game #2706329, 4.89x
9,"Date:  Thu, 02 Jan 2020 16:50:11 GMT6 months ago",Game #2706330, 12.2x
10,"Date:  Thu, 02 Jan 2020 16:50:55 GMT6 months ago",Game #2706331,2.07x
11,"Date:  Thu, 02 Jan 2020 16:51:14 GMT6 months ago",Game #2706332, 5.61x
12,"Date:  Thu, 02 Jan 2020 16:51:47 GMT6 months ago",Game #2706333, 2.18x
13,"Date:  Thu, 02 Jan 2020 16:52:07 GMT6 months ago",Game #2706334, 1.89x
14,"Date:  Thu, 02 Jan 2020 16:52:24 GMT6 months ago",Game #2706335, 1.06x
15,"Date:  Thu, 02 Jan 2020 16:52:33 GMT6 months ago",Game #2706336, 1.95x
16,"Date:  Thu, 02 Jan 2020 16:52:51 GMT6 months ago",Game #2706337, 28.69x
17,"Date:  Thu, 02 Jan 2020 16:53:48 GMT6 months ago",Game #2706338, 2.55x
18,"Date:  Thu, 02 Jan 2020 16:54:10 GMT6 months ago",Game #2706339, 1.24x
19,"Date:  Thu, 02 Jan 2020 16:54:21 GMT6 months ago",Game #2706340, 1.77x
20,"Date:  Thu, 02 Jan 2020 16:54:38 GMT6 months ago",Game #2706341, 51.81x
21,"Date:  Thu, 02 Jan 2020 16:55:43 GMT6 months ago",Game #2706342, 1x
22,"Date:  Thu, 02 Jan 2020 16:55:51 GMT6 months ago",Game #2706343, 2.2x
23,"Date:  Thu, 02 Jan 2020 16:56:11 GMT6 months ago",Game #2706344, 1.94x
24,"Date:  Thu, 02 Jan 2020 16:56:29 GMT6 months ago",Game #2706345, 2.12x
25,"Date:  Thu, 02 Jan 2020 16:56:48 GMT6 months ago",Game #2706346, 3.46x
26,"Date:  Thu, 02 Jan 2020 16:57:14 GMT6 months ago",Game #2706347, 1.99x
27,"Date:  Thu, 02 Jan 2020 16:57:32 GMT6 months ago",Game #2706348, 3.16x
28,"Date:  Thu, 02 Jan 2020 16:57:57 GMT6 months ago",Game #2706349, 1.31x
29,"Date:  Thu, 02 Jan 2020 16:58:09 GMT6 months ago",Game #2706350, 4.11x
30,"Date:  Thu, 02 Jan 2020 16:58:38 GMT6 months ago",Game #2706351, 1.25x
31,"Date:  Thu, 02 Jan 2020 16:58:50 GMT6 months ago",Game #2706352, 15.53x
32,"Date:  Thu, 02 Jan 2020 16:59:37 GMT6 months ago",Game #2706353, 1.04x
33,"Date:  Thu, 02 Jan 2020 16:59:46 GMT6 months ago",Game #2706354, 20.86x
34,"Date:  Thu, 02 Jan 2020 17:00:38 GMT6 months ago",Game #2706355, 1.26x
35,"Date:  Thu, 02 Jan 2020 17:00:50 GMT6 months ago",Game #2706356, 1.01x
36,"Date:  Thu, 02 Jan 2020 17:00:58 GMT6 months ago",Game #2706357, 2.73x
37,"Date:  Thu, 02 Jan 2020 17:01:21 GMT6 months ago",Game #2706358, 2.44x
38,"Date:  Thu, 02 Jan 2020 17:01:42 GMT6 months ago",Game #2706359, 8.44x
39,"Date:  Thu, 02 Jan 2020 17:02:21 GMT6 months ago",Game #2706360, 2.05x
40,"Date:  Thu, 02 Jan 2020 17:02:40 GMT6 months ago",Game #2706361, 5.84x
41,"Date:  Thu, 02 Jan 2020 17:03:14 GMT6 months ago",Game #2706362, 1.16x
42,"Date:  Thu, 02 Jan 2020 17:03:24 GMT6 months ago",Game #2706363, 1.06x
43,"Date: Thu, 02 Jan 2020 17:03:33 GMT6 months ago",Game #2706364,2.01x
44,"Date:  Thu, 02 Jan 2020 17:03:51 GMT6 months ago",Game #2706365, 1.15x
45,"Date:  Thu, 02 Jan 2020 17:04:02 GMT6 months ago",Game #2706366, 1.1x
46,"Date:  Thu, 02 Jan 2020 17:04:11 GMT6 months ago",Game #2706367, 1.45x
47,"Date:  Thu, 02 Jan 2020 17:04:25 GMT6 months ago",Game #2706368, 5.59x
48,"Date:  Thu, 02 Jan 2020 17:04:58 GMT6 months ago",Game #2706369, 1.39x
49,"Date:  Thu, 02 Jan 2020 17:05:11 GMT6 months ago",Game #2706370, 4.15x
0,"Date:  Thu, 02 Jan 2020 17:05:40 GMT6 months ago",Game #2706371, 1.31x
1,"Date:  Thu, 02 Jan 2020 17:05:52 GMT6 months ago",Game #2706372, 1x
2,"Date:  Thu, 02 Jan 2020 17:06:00 GMT6 months ago",Game #2706373, 3.1x
3,"Date:  Thu, 02 Jan 2020 17:06:25 GMT6 months ago",Game #2706374, 1.96x
4,"Date:  Thu, 02 Jan 2020 17:06:43 GMT6 months ago",Game #2706375, 1.99x
5,"Date:  Thu, 02 Jan 2020 17:07:01 GMT6 months ago",Game #2706376, 1.41x
6,"Date:  Thu, 02 Jan 2020 17:07:14 GMT6 months ago",Game #2706377, 13.29x
7,"Date:  Thu, 02 Jan 2020 17:08:00 GMT6 months ago",Game #2706378, 1.88x
8,"Date:  Thu, 02 Jan 2020 17:08:17 GMT6 months ago",Game #2706379, 6.64x
9,"Date:  Thu, 02 Jan 2020 17:08:53 GMT6 months ago",Game #2706380, 2.68x
10,"Date:  Thu, 02 Jan 2020 17:09:15 GMT6 months ago",Game #2706381, 35.02x
11,"Date:  Thu, 02 Jan 2020 17:10:15 GMT6 months ago",Game #2706382, 1.43x
12,"Date:  Thu, 02 Jan 2020 17:10:28 GMT6 months ago",Game #2706383, 1.3x
13,"Date:  Thu, 02 Jan 2020 17:10:40 GMT6 months ago",Game #2706384, 1.73x
14,"Date:  Thu, 02 Jan 2020 17:10:56 GMT6 months ago",Game #2706385, 1.28x
15,"Date:  Thu, 02 Jan 2020 17:11:08 GMT6 months ago",Game #2706386, 33.72x
16,"Date:  Thu, 02 Jan 2020 17:12:07 GMT6 months ago",Game #2706387, 1.65x
17,"Date:  Thu, 02 Jan 2020 17:12:23 GMT6 months ago",Game #2706388, 3.14x
18,"Date:  Thu, 02 Jan 2020 17:12:47 GMT6 months ago",Game #2706389, 1.03x
19,"Date:  Thu, 02 Jan 2020 17:12:56 GMT6 months ago",Game #2706390, 130.63x
20,"Date:  Thu, 02 Jan 2020 17:14:15 GMT6 months ago",Game #2706391, 9.08x
21,"Date:  Thu, 02 Jan 2020 17:14:55 GMT6 months ago",Game #2706392, 2.41x
22,"Date:  Thu, 02 Jan 2020 17:15:16 GMT6 months ago",Game #2706393, 3.66x
23,"Date:  Thu, 02 Jan 2020 17:15:43 GMT6 months ago",Game #2706394, 2.57x
24,"Date:  Thu, 02 Jan 2020 17:16:05 GMT6 months ago",Game #2706395, 2.55x
25,"Date:  Thu, 02 Jan 2020 17:16:27 GMT6 months ago",Game #2706396, 6.27x
26,"Date:  Thu, 02 Jan 2020 17:17:01 GMT6 months ago",Game #2706397, 1.57x
27,"Date:  Thu, 02 Jan 2020 17:17:16 GMT6 months ago",Game #2706398, 1.07x
28,"Date:  Thu, 02 Jan 2020 17:17:25 GMT6 months ago",Game #2706399, 8.07x
29,"Date:  Thu, 02 Jan 2020 17:18:04 GMT6 months ago",Game #2706400, 1.09x
30,"Date:  Thu, 02 Jan 2020 17:18:13 GMT6 months ago",Game #2706401, 1.69x
31,"Date:  Thu, 02 Jan 2020 17:18:29 GMT6 months ago",Game #2706402, 1.76x
32,"Date:  Thu, 02 Jan 2020 17:18:46 GMT6 months ago",Game #2706403, 1.45x
33,"Date:  Thu, 02 Jan 2020 17:18:59 GMT6 months ago",Game #2706404, 1.59x
34,"Date:  Thu, 02 Jan 2020 17:19:14 GMT6 months ago",Game #2706405, 1.22x
35,"Date:  Thu, 02 Jan 2020 17:19:25 GMT6 months ago",Game #2706406, 1.49x
36,"Date:  Thu, 02 Jan 2020 17:19:39 GMT6 months ago",Game #2706407, 2.96x
37,"Date:  Thu, 02 Jan 2020 17:20:03 GMT6 months ago",Game #2706408, 2.45x
38,"Date:  Thu, 02 Jan 2020 17:20:25 GMT6 months ago",Game #2706409, 7.26x
39,"Date:  Thu, 02 Jan 2020 17:21:01 GMT6 months ago",Game #2706410, 1.02x
40,"Date:  Thu, 02 Jan 2020 17:21:10 GMT6 months ago",Game #2706411, 2.49x
41,"Date:  Thu, 02 Jan 2020 17:21:31 GMT6 months ago",Game #2706412, 1.26x
42,"Date:  Thu, 02 Jan 2020 17:21:43 GMT6 months ago",Game #2706413, 4.19x
43,"Date:  Thu, 02 Jan 2020 17:22:12 GMT6 months ago",Game #2706414, 44.55x
44,"Date:  Thu, 02 Jan 2020 17:23:15 GMT6 months ago",Game #2706415, 2.43x
45,"Date:  Thu, 02 Jan 2020 17:23:36 GMT6 months ago",Game #2706416, 1.37x
46,"Date:  Thu, 02 Jan 2020 17:23:49 GMT6 months ago",Game #2706417, 1.65x
47,"Date:  Thu, 02 Jan 2020 17:24:04 GMT6 months ago",Game #2706418, 1.39x
48,"Date:  Thu, 02 Jan 2020 17:24:17 GMT6 months ago",Game #2706419, 2.16x
49,"Date:  Thu, 02 Jan 2020 17:24:37 GMT6 months ago",Game #2706420, 2.9x
0,"Date:  Thu, 02 Jan 2020 17:25:00 GMT6 months ago",Game #2706421, 2.31x
1,"Date:  Thu, 02 Jan 2020 17:25:20 GMT6 months ago",Game #2706422, 1.69x
2,"Date:  Thu, 02 Jan 2020 17:25:36 GMT6 months ago",Game #2706423, 3.24x
3,"Date:  Thu, 02 Jan 2020 17:26:01 GMT6 months ago",Game #2706424, 1.32x
4,"Date:  Thu, 02 Jan 2020 17:26:14 GMT6 months ago",Game #2706425, 2.03x
5,"Date:  Thu, 02 Jan 2020 17:26:32 GMT6 months ago",Game #2706426, 11.99x
6,"Date:  Thu, 02 Jan 2020 17:27:16 GMT6 months ago",Game #2706427, 24.11x
7,"Date:  Thu, 02 Jan 2020 17:28:10 GMT6 months ago",Game #2706428, 1.35x
8,"Date:  Thu, 02 Jan 2020 17:28:23 GMT6 months ago",Game #2706429, 1.06x
9,"Date:  Thu, 02 Jan 2020 17:28:32 GMT6 months ago",Game #2706430, 1.76x
10,"Date:  Thu, 02 Jan 2020 17:28:49 GMT6 months ago",Game #2706431, 9.88x
11,"Date:  Thu, 02 Jan 2020 17:29:30 GMT6 months ago",Game #2706432, 1.77x
12,"Date:  Thu, 02 Jan 2020 17:29:46 GMT6 months ago",Game #2706433, 1.05x
13,"Date:  Thu, 02 Jan 2020 17:29:55 GMT6 months ago",Game #2706434, 9.71x
14,"Date:  Thu, 02 Jan 2020 17:30:36 GMT6 months ago",Game #2706435, 2.5x
15,"Date:  Thu, 02 Jan 2020 17:30:58 GMT6 months ago",Game #2706436, 2.48x
16,"Date:  Thu, 02 Jan 2020 17:31:19 GMT6 months ago",Game #2706437, 2.55x
17,"Date:  Thu, 02 Jan 2020 17:31:41 GMT6 months ago",Game #2706438, 1.23x
18,"Date:  Thu, 02 Jan 2020 17:31:52 GMT6 months ago",Game #2706439, 1.23x
19,"Date:  Thu, 02 Jan 2020 17:32:03 GMT6 months ago",Game #2706440, 1.24x
20,"Date:  Thu, 02 Jan 2020 17:32:15 GMT6 months ago",Game #2706441,1.42x
21,"Date: Thu, 02 Jan 2020 17:32:28 GMT6 months ago",Game #2706442,2.11x
22,"DATE: Thu, 02 Jan 2020 17:32:47 GMT6 months ago",Game #2706443,5.06x
0,"Date:  Thu, 02 Jan 2020 17:33:19 GMT6 months ago",Game #2706444, 6.94x
1,"Date:  Thu, 02 Jan 2020 17:33:55 GMT6 months ago",Game #2706445, 4.42x
2,"Date:  Thu, 02 Jan 2020 17:34:25 GMT6 months ago",Game #2706446, 1x
3,"Date:  Thu, 02 Jan 2020 17:34:33 GMT6 months ago",Game #2706447, 1.15x
4,"Date:  Thu, 02 Jan 2020 17:34:44 GMT6 months ago",Game #2706448, 2.81x
5,"Date:  Thu, 02 Jan 2020 17:35:07 GMT6 months ago",Game #2706449, 3.98x
6,"Date:  Thu, 02 Jan 2020 17:35:35 GMT6 months ago",Game #2706450, 1.31x
7,"Date:  Thu, 02 Jan 2020 17:35:47 GMT6 months ago",Game #2706451, 1.11x
8,"Date:  Thu, 02 Jan 2020 17:35:57 GMT6 months ago",Game #2706452, 2.13x
9,"Date:  Thu, 02 Jan 2020 17:36:16 GMT6 months ago",Game #2706453, 28.6x
10,"Date:  Thu, 02 Jan 2020 17:37:12 GMT6 months ago",Game #2706454, 4.32x
11,"Date:  Thu, 02 Jan 2020 17:37:42 GMT6 months ago",Game #2706455, 8.72x
12,"Date:  Thu, 02 Jan 2020 17:38:21 GMT6 months ago",Game #2706456, 8.61x
13,"Date:  Thu, 02 Jan 2020 17:39:00 GMT6 months ago",Game #2706457, 2.05x
14,"Date:  Thu, 02 Jan 2020 17:39:19 GMT6 months ago",Game #2706458, 4.04x
15,"Date:  Thu, 02 Jan 2020 17:39:47 GMT6 months ago",Game #2706459, 1.03x
16,"Date:  Thu, 02 Jan 2020 17:39:56 GMT6 months ago",Game #2706460, 4.15x
17,"Date:  Thu, 02 Jan 2020 17:40:25 GMT6 months ago",Game #2706461, 2.79x
18,"Date:  Thu, 02 Jan 2020 17:40:48 GMT6 months ago",Game #2706462, 64.1x
19,"Date:  Thu, 02 Jan 2020 17:41:56 GMT6 months ago",Game #2706463, 1.13x
20,"Date:  Thu, 02 Jan 2020 17:42:06 GMT6 months ago",Game #2706464, 1.59x
21,"Date:  Thu, 02 Jan 2020 17:42:21 GMT6 months ago",Game #2706465, 8.25x
22,"Date:  Thu, 02 Jan 2020 17:43:00 GMT6 months ago",Game #2706466, 1.98x
23,"Date:  Thu, 02 Jan 2020 17:43:18 GMT6 months ago",Game #2706467, 1.09x
24,"Date:  Thu, 02 Jan 2020 17:43:28 GMT6 months ago",Game #2706468, 1.44x
25,"Date:  Thu, 02 Jan 2020 17:43:41 GMT6 months ago",Game #2706469, 2.89x
26,"Date:  Thu, 02 Jan 2020 17:44:05 GMT6 months ago",Game #2706470, 1.62x
27,"Date:  Thu, 02 Jan 2020 17:44:20 GMT6 months ago",Game #2706471, 1.86x
28,"Date:  Thu, 02 Jan 2020 17:44:37 GMT6 months ago",Game #2706472, 4.48x
29,"Date:  Thu, 02 Jan 2020 17:45:07 GMT6 months ago",Game #2706473, 2x
30,"Date:  Thu, 02 Jan 2020 17:45:25 GMT6 months ago",Game #2706474, 1.58x
31,"Date:  Thu, 02 Jan 2020 17:45:40 GMT6 months ago",Game #2706475, 1.01x
32,"Date:  Thu, 02 Jan 2020 17:45:49 GMT6 months ago",Game #2706476, 2.21x
33,"Date:  Thu, 02 Jan 2020 17:46:08 GMT6 months ago",Game #2706477, 1.33x
34,"Date:  Thu, 02 Jan 2020 17:46:21 GMT6 months ago",Game #2706478, 8.42x
35,"Date:  Thu, 02 Jan 2020 17:47:00 GMT6 months ago",Game #2706479, 8.14x
36,"Date:  Thu, 02 Jan 2020 17:47:38 GMT6 months ago",Game #2706480, 2.01x
37,"Date:  Thu, 02 Jan 2020 17:47:56 GMT6 months ago",Game #2706481, 1x
38,"Date:  Thu, 02 Jan 2020 17:48:05 GMT6 months ago",Game #2706482, 3.9x
39,"Date:  Thu, 02 Jan 2020 17:48:33 GMT6 months ago",Game #2706483, 4.4x
40,"Date:  Thu, 02 Jan 2020 17:49:02 GMT6 months ago",Game #2706484, 2.34x
41,"Date:  Thu, 02 Jan 2020 17:49:23 GMT6 months ago",Game #2706485, 46.27x
42,"Date:  Thu, 02 Jan 2020 17:50:26 GMT6 months ago",Game #2706486, 14.68x
43,"Date:  Thu, 02 Jan 2020 17:51:13 GMT6 months ago",Game #2706487, 6.91x
44,"Date:  Thu, 02 Jan 2020 17:51:49 GMT6 months ago",Game #2706488, 3.55x
45,"Date:  Thu, 02 Jan 2020 17:52:16 GMT6 months ago",Game #2706489, 1.87x
46,"Date:  Thu, 02 Jan 2020 17:52:33 GMT6 months ago",Game #2706490, 1.49x
47,"Date:  Thu, 02 Jan 2020 17:52:47 GMT6 months ago",Game #2706491, 3.15x
48,"Date:  Thu, 02 Jan 2020 17:53:12 GMT6 months ago",Game #2706492, 2.13x
49,"Date:  Thu, 02 Jan 2020 17:53:31 GMT6 months ago",Game #2706493, 1.88x
0,"Date:  Thu, 02 Jan 2020 17:53:48 GMT6 months ago",Game #2706494, 6.25x
1,"Date:  Thu, 02 Jan 2020 17:54:23 GMT6 months ago",Game #2706495, 1.1x
2,"Date:  Thu, 02 Jan 2020 17:54:33 GMT6 months ago",Game #2706496, 2.18x
3,"Date:  Thu, 02 Jan 2020 17:54:52 GMT6 months ago",Game #2706497, 1.4x
4,"Date:  Thu, 02 Jan 2020 17:55:05 GMT6 months ago",Game #2706498, 1.16x
5,"Date:  Thu, 02 Jan 2020 17:55:16 GMT6 months ago",Game #2706499, 1.15x
6,"Date:  Thu, 02 Jan 2020 17:55:26 GMT6 months ago",Game #2706500, 3.22x
7,"Date:  Thu, 02 Jan 2020 17:55:51 GMT6 months ago",Game #2706501, 17.81x
8,"Date:  Thu, 02 Jan 2020 17:56:41 GMT6 months ago",Game #2706502, 3.51x
9,"Date:  Thu, 02 Jan 2020 17:57:07 GMT6 months ago",Game #2706503, 2.3x
10,"Date:  Thu, 02 Jan 2020 17:57:27 GMT6 months ago",Game #2706504, 1.53x
11,"Date:  Thu, 02 Jan 2020 17:57:42 GMT6 months ago",Game #2706505, 1.54x
12,"Date:  Thu, 02 Jan 2020 17:57:56 GMT6 months ago",Game #2706506, 1.13x
13,"Date:  Thu, 02 Jan 2020 17:58:06 GMT6 months ago",Game #2706507, 1.06x
14,"Date:  Thu, 02 Jan 2020 17:58:16 GMT6 months ago",Game #2706508, 5.51x
15,"Date:  Thu, 02 Jan 2020 17:58:48 GMT6 months ago",Game #2706509, 1x
16,"Date:  Thu, 02 Jan 2020 17:58:57 GMT6 months ago",Game #2706510, 1.04x
17,"Date:  Thu, 02 Jan 2020 17:59:06 GMT6 months ago",Game #2706511, 5.07x
18,"Date:  Thu, 02 Jan 2020 17:59:37 GMT6 months ago",Game #2706512, 2.54x
19,"Date:  Thu, 02 Jan 2020 17:59:59 GMT6 months ago",Game #2706513, 1.66x
20,"Date:  Thu, 02 Jan 2020 18:00:15 GMT6 months ago",Game #2706514, 1.04x
21,"Date:  Thu, 02 Jan 2020 18:00:24 GMT6 months ago",Game #2706515, 1.58x
22,"Date:  Thu, 02 Jan 2020 18:00:39 GMT6 months ago",Game #2706516, 1.32x
23,"Date:  Thu, 02 Jan 2020 18:00:51 GMT6 months ago",Game #2706517, 3.56x
24,"Date:  Thu, 02 Jan 2020 18:01:17 GMT6 months ago",Game #2706518, 1.56x
25,"Date:  Thu, 02 Jan 2020 18:01:32 GMT6 months ago",Game #2706519, 1.19x
26,"Date:  Thu, 02 Jan 2020 18:01:43 GMT6 months ago",Game #2706520, 2.48x
27,"Date:  Thu, 02 Jan 2020 18:02:05 GMT6 months ago",Game #2706521, 3.15x
28,"Date:  Thu, 02 Jan 2020 18:02:29 GMT6 months ago",Game #2706522, 1x
29,"Date:  Thu, 02 Jan 2020 18:02:38 GMT6 months ago",Game #2706523, 2.62x
30,"Date:  Thu, 02 Jan 2020 18:03:00 GMT6 months ago",Game #2706524, 2.31x
31,"Date:  Thu, 02 Jan 2020 18:03:20 GMT6 months ago",Game #2706525, 3.3x
32,"Date:  Thu, 02 Jan 2020 18:03:45 GMT6 months ago",Game #2706526, 1.06x
33,"Date:  Thu, 02 Jan 2020 18:03:55 GMT6 months ago",Game #2706527, 1.52x
34,"Date:  Thu, 02 Jan 2020 18:04:09 GMT6 months ago",Game #2706528, 1x
35,"Date:  Thu, 02 Jan 2020 18:04:17 GMT6 months ago",Game #2706529, 446.84x
36,"Date:  Thu, 02 Jan 2020 18:05:53 GMT6 months ago",Game #2706530, 2.68x
37,"Date:  Thu, 02 Jan 2020 18:06:16 GMT6 months ago",Game #2706531, 1.42x
38,"Date:  Thu, 02 Jan 2020 18:06:29 GMT6 months ago",Game #2706532, 2.7x
39,"Date:  Thu, 02 Jan 2020 18:06:52 GMT6 months ago",Game #2706533, 2.83x
40,"Date:  Thu, 02 Jan 2020 18:07:15 GMT6 months ago",Game #2706534, 1.41x
41,"Date:  Thu, 02 Jan 2020 18:07:28 GMT6 months ago",Game #2706535, 1.27x
42,"Date:  Thu, 02 Jan 2020 18:07:40 GMT6 months ago",Game #2706536, 1.05x
43,"Date:  Thu, 02 Jan 2020 18:07:49 GMT6 months ago",Game #2706537, 4.01x
44,"Date:  Thu, 02 Jan 2020 18:08:17 GMT6 months ago",Game #2706538, 1.1x
45,"Date:  Thu, 02 Jan 2020 18:08:27 GMT6 months ago",Game #2706539, 1.44x
46,"Date:  Thu, 02 Jan 2020 18:08:41 GMT6 months ago",Game #2706540, 6.6x
47,"Date:  Thu, 02 Jan 2020 18:09:16 GMT6 months ago",Game #2706541, 2.05x
48,"Date:  Thu, 02 Jan 2020 18:09:35 GMT6 months ago",Game #2706542, 3x
49,"Date:  Thu, 02 Jan 2020 18:09:59 GMT6 months ago",Game #2706543, 7.6x
0,"Date:  Thu, 02 Jan 2020 18:10:36 GMT6 months ago",Game #2706544, 1.42x
1,"Date:  Thu, 02 Jan 2020 18:10:50 GMT6 months ago",Game #2706545, 3.41x
2,"Date:  Thu, 02 Jan 2020 18:11:16 GMT6 months ago",Game #2706546, 1.85x
3,"Date:  Thu, 02 Jan 2020 18:11:33 GMT6 months ago",Game #2706547, 2.93x
4,"Date:  Thu, 02 Jan 2020 18:11:57 GMT6 months ago",Game #2706548, 2.31x
5,"Date:  Thu, 02 Jan 2020 18:12:17 GMT6 months ago",Game #2706549, 1.49x
6,"Date:  Thu, 02 Jan 2020 18:12:31 GMT6 months ago",Game #2706550, 2.01x
7,"Date:  Thu, 02 Jan 2020 18:12:49 GMT6 months ago",Game #2706551, 1.91x
8,"Date:  Thu, 02 Jan 2020 18:13:07 GMT6 months ago",Game #2706552, 1.15x
9,"Date:  Thu, 02 Jan 2020 18:13:17 GMT6 months ago",Game #2706553, 2.98x
